Total samples: 224358

2056	4055	1.81%
0737	3427	1.53%
2257	2767	1.23%
1649	2610	1.16%
1845	2521	1.12%
0636	2288	1.02%
2358	2201	0.98%
1949	2174	0.97%
1749	1942	0.87%
0838	1766	0.79%
1709	175	0.08%
1220	175	0.08%
1750	174	0.08%
2242	173	0.08%
2210	173	0.08%
0819	172	0.08%
0856	172	0.08%
1053	169	0.08%
0834	169	0.08%
0411	168	0.07%
1015	167	0.07%
1000	167	0.07%
1355	167	0.07%
0816	167	0.07%
0024	166	0.07%
1023	166	0.07%
0141	166	0.07%
0644	166	0.07%
1701	166	0.07%
1216	166	0.07%
2005	165	0.07%
1154	165	0.07%
0612	165	0.07%
1658	165	0.07%
2157	165	0.07%
1921	164	0.07%
2345	164	0.07%
0751	164	0.07%
0424	164	0.07%
1731	164	0.07%
1003	164	0.07%
0558	164	0.07%
1538	164	0.07%
0539	163	0.07%
1604	163	0.07%
0142	163	0.07%
1324	163	0.07%
0458	163	0.07%
1518	163	0.07%
0517	162	0.07%
0049	162	0.07%
1650	162	0.07%
1818	162	0.07%
1250	162	0.07%
2252	162	0.07%
2006	162	0.07%
0202	162	0.07%
1948	162	0.07%
1753	162	0.07%
0116	162	0.07%
1144	162	0.07%
1410	161	0.07%
0109	161	0.07%
0455	161	0.07%
2349	161	0.07%
0610	161	0.07%
0531	160	0.07%
1933	160	0.07%
0717	160	0.07%
0021	160	0.07%
0555	160	0.07%
0614	160	0.07%
0456	160	0.07%
0537	160	0.07%
0111	160	0.07%
2215	160	0.07%
0327	159	0.07%
1057	159	0.07%
0404	159	0.07%
2109	159	0.07%
2322	159	0.07%
0228	159	0.07%
0443	159	0.07%
2108	159	0.07%
1852	159	0.07%
1421	159	0.07%
1621	159	0.07%
0719	159	0.07%
1026	158	0.07%
1119	158	0.07%
0246	158	0.07%
1328	158	0.07%
0146	158	0.07%
1712	158	0.07%
1229	158	0.07%
2212	158	0.07%
0814	158	0.07%
0245	158	0.07%
1905	158	0.07%
1448	158	0.07%
0348	158	0.07%
1213	158	0.07%
1850	158	0.07%
1608	157	0.07%
0022	157	0.07%
1413	157	0.07%
2000	157	0.07%
1757	157	0.07%
0840	157	0.07%
0556	157	0.07%
1742	157	0.07%
0350	157	0.07%
0557	157	0.07%
1910	157	0.07%
0430	157	0.07%
0028	157	0.07%
2007	157	0.07%
1632	157	0.07%
0727	157	0.07%
0133	157	0.07%
0234	157	0.07%
2016	156	0.07%
0604	156	0.07%
0126	156	0.07%
1113	156	0.07%
0328	156	0.07%
0341	156	0.07%
2046	156	0.07%
0122	156	0.07%
0821	156	0.07%
1720	156	0.07%
1405	156	0.07%
2039	155	0.07%
1508	155	0.07%
0416	155	0.07%
0210	155	0.07%
2317	155	0.07%
0023	155	0.07%
1412	155	0.07%
2130	155	0.07%
1257	155	0.07%
0041	155	0.07%
1640	155	0.07%
0113	155	0.07%
0826	155	0.07%
0219	155	0.07%
1408	155	0.07%
2338	155	0.07%
2326	154	0.07%
1609	154	0.07%
1939	154	0.07%
0756	154	0.07%
0744	154	0.07%
2058	154	0.07%
1755	154	0.07%
2158	154	0.07%
1943	154	0.07%
1125	154	0.07%
0936	154	0.07%
1951	154	0.07%
1311	154	0.07%
0420	154	0.07%
2214	154	0.07%
1534	154	0.07%
2052	154	0.07%
0137	154	0.07%
0213	154	0.07%
0017	154	0.07%
1443	154	0.07%
2121	154	0.07%
1449	153	0.07%
1400	153	0.07%
1352	153	0.07%
1713	153	0.07%
1152	153	0.07%
2145	153	0.07%
0051	153	0.07%
0803	153	0.07%
0951	153	0.07%
1029	153	0.07%
1557	153	0.07%
0158	153	0.07%
1147	153	0.07%
2135	153	0.07%
0449	153	0.07%
1014	153	0.07%
0953	152	0.07%
0713	152	0.07%
1907	152	0.07%
0849	152	0.07%
1248	152	0.07%
1414	152	0.07%
1054	152	0.07%
0450	152	0.07%
2002	152	0.07%
0053	152	0.07%
2009	152	0.07%
1711	152	0.07%
1930	152	0.07%
0112	152	0.07%
1906	152	0.07%
1922	152	0.07%
1235	152	0.07%
1544	152	0.07%
1052	152	0.07%
1050	152	0.07%
0634	152	0.07%
0315	152	0.07%
1459	152	0.07%
0114	152	0.07%
0039	152	0.07%
1836	152	0.07%
2301	152	0.07%
2110	152	0.07%
0629	152	0.07%
2023	152	0.07%
0624	152	0.07%
0846	152	0.07%
1049	152	0.07%
2200	152	0.07%
1748	152	0.07%
2207	152	0.07%
1102	151	0.07%
1425	151	0.07%
1638	151	0.07%
2330	151	0.07%
1900	151	0.07%
2248	151	0.07%
0308	151	0.07%
1028	151	0.07%
0230	151	0.07%
0608	151	0.07%
1114	151	0.07%
1821	151	0.07%
0805	151	0.07%
2011	151	0.07%
1936	151	0.07%
2356	151	0.07%
0549	151	0.07%
0145	151	0.07%
2225	151	0.07%
1337	150	0.07%
1955	150	0.07%
1332	150	0.07%
1527	150	0.07%
1126	150	0.07%
2021	150	0.07%
2126	150	0.07%
1957	150	0.07%
0824	150	0.07%
2107	150	0.07%
1510	150	0.07%
1225	150	0.07%
0402	150	0.07%
2128	150	0.07%
1514	150	0.07%
1151	150	0.07%
2247	150	0.07%
1822	150	0.07%
1754	150	0.07%
1232	149	0.07%
1620	149	0.07%
2201	149	0.07%
1914	149	0.07%
0615	149	0.07%
2159	149	0.07%
1318	149	0.07%
0550	149	0.07%
1118	149	0.07%
1537	149	0.07%
0857	149	0.07%
0603	149	0.07%
0101	149	0.07%
1335	149	0.07%
1039	149	0.07%
1739	149	0.07%
1411	149	0.07%
0513	149	0.07%
1530	149	0.07%
0850	149	0.07%
1832	149	0.07%
0440	149	0.07%
0702	149	0.07%
1945	149	0.07%
1923	149	0.07%
1532	149	0.07%
1004	149	0.07%
1725	148	0.07%
1336	148	0.07%
0238	148	0.07%
1808	148	0.07%
1546	148	0.07%
1253	148	0.07%
0057	148	0.07%
1707	148	0.07%
0656	148	0.07%
1427	148	0.07%
0059	148	0.07%
1354	148	0.07%
2008	148	0.07%
0329	148	0.07%
1035	148	0.07%
2302	148	0.07%
2321	148	0.07%
0721	148	0.07%
2310	148	0.07%
2104	148	0.07%
0400	148	0.07%
0844	148	0.07%
0332	148	0.07%
1704	148	0.07%
1357	148	0.07%
2308	148	0.07%
1351	148	0.07%
1137	148	0.07%
0423	148	0.07%
2150	148	0.07%
1651	148	0.07%
0331	148	0.07%
1522	148	0.07%
1141	148	0.07%
0525	148	0.07%
0105	148	0.07%
1153	148	0.07%
1409	148	0.07%
0729	148	0.07%
0001	148	0.07%
1746	148	0.07%
2037	147	0.07%
1740	147	0.07%
0033	147	0.07%
1048	147	0.07%
1109	147	0.07%
0908	147	0.07%
0115	147	0.07%
1831	147	0.07%
2241	147	0.07%
0110	147	0.07%
1840	147	0.07%
1239	147	0.07%
0336	147	0.07%
0906	147	0.07%
1908	147	0.07%
0701	147	0.07%
0217	147	0.07%
1843	147	0.07%
1814	147	0.07%
1940	147	0.07%
2119	147	0.07%
0019	147	0.07%
1214	147	0.07%
0722	147	0.07%
1021	147	0.07%
1044	147	0.07%
1226	147	0.07%
0241	147	0.07%
1217	147	0.07%
1502	147	0.07%
1416	147	0.07%
0851	147	0.07%
1543	147	0.07%
1256	147	0.07%
1925	147	0.07%
1752	147	0.07%
0258	147	0.07%
0014	147	0.07%
2340	147	0.07%
0150	147	0.07%
1438	147	0.07%
1827	147	0.07%
2127	147	0.07%
1032	147	0.07%
0726	147	0.07%
1331	147	0.07%
0223	147	0.07%
0314	147	0.07%
1657	146	0.07%
0205	146	0.07%
1451	146	0.07%
1342	146	0.07%
1005	146	0.07%
1241	146	0.07%
0321	146	0.07%
2354	146	0.07%
2254	146	0.07%
0209	146	0.07%
0548	146	0.07%
2134	146	0.07%
0048	146	0.07%
0811	146	0.07%
0709	146	0.07%
1710	146	0.07%
2320	146	0.07%
2051	146	0.07%
2253	146	0.07%
0641	146	0.07%
0916	146	0.07%
0132	146	0.07%
1807	146	0.07%
1708	146	0.07%
1319	146	0.07%
2040	146	0.07%
2250	146	0.07%
2316	146	0.07%
2305	146	0.07%
1006	146	0.07%
1419	146	0.07%
2143	146	0.07%
2112	146	0.07%
0638	146	0.07%
1406	146	0.07%
0708	146	0.07%
1258	146	0.07%
2312	145	0.06%
2034	145	0.06%
0913	145	0.06%
1732	145	0.06%
1541	145	0.06%
1435	145	0.06%
0637	145	0.06%
1450	145	0.06%
0621	145	0.06%
1903	145	0.06%
0847	145	0.06%
1504	145	0.06%
1210	145	0.06%
0128	145	0.06%
0942	145	0.06%
1420	145	0.06%
1834	145	0.06%
0559	145	0.06%
0725	145	0.06%
0508	145	0.06%
0345	145	0.06%
1446	145	0.06%
1526	145	0.06%
1745	145	0.06%
1429	145	0.06%
1719	145	0.06%
0946	145	0.06%
2227	145	0.06%
1558	145	0.06%
2111	145	0.06%
0249	145	0.06%
1521	145	0.06%
1506	145	0.06%
0618	145	0.06%
1847	145	0.06%
1349	145	0.06%
1500	145	0.06%
1838	145	0.06%
1325	145	0.06%
0232	145	0.06%
1010	145	0.06%
2223	145	0.06%
2355	145	0.06%
1509	145	0.06%
0252	145	0.06%
1100	144	0.06%
1020	144	0.06%
2154	144	0.06%
1846	144	0.06%
0106	144	0.06%
2245	144	0.06%
1206	144	0.06%
1855	144	0.06%
1803	144	0.06%
0152	144	0.06%
0655	144	0.06%
1327	144	0.06%
2331	144	0.06%
1645	144	0.06%
0611	144	0.06%
2153	144	0.06%
2010	144	0.06%
1202	144	0.06%
1554	144	0.06%
0300	144	0.06%
0945	144	0.06%
0220	144	0.06%
0526	144	0.06%
0143	144	0.06%
1415	144	0.06%
0920	144	0.06%
1007	144	0.06%
0952	144	0.06%
1654	144	0.06%
0040	144	0.06%
0735	144	0.06%
0359	144	0.06%
0630	144	0.06%
0125	144	0.06%
2224	144	0.06%
0833	144	0.06%
0923	144	0.06%
0038	144	0.06%
1614	144	0.06%
0739	144	0.06%
0304	143	0.06%
2220	143	0.06%
1848	143	0.06%
1642	143	0.06%
1737	143	0.06%
1208	143	0.06%
1946	143	0.06%
2027	143	0.06%
0408	143	0.06%
1027	143	0.06%
0524	143	0.06%
2053	143	0.06%
0218	143	0.06%
1135	143	0.06%
1428	143	0.06%
1353	143	0.06%
2041	143	0.06%
1407	143	0.06%
1605	143	0.06%
0932	143	0.06%
0130	143	0.06%
0949	143	0.06%
1038	143	0.06%
0011	143	0.06%
